bag,bag_path,output_dir,exit_code,best_run_id,matched_samples,rmse_3d_m,rmse_xy_m,rmse_3d_nobias_m,rmse_xy_nobias_m,bias_z_m,yaw_reference,yaw_rmse_deg,roll_rmse_deg,pitch_rmse_deg,attitude_angle_rmse_deg,best_nobias_run_id,best_nobias_matched_samples,best_nobias_rmse_3d_m,best_nobias_rmse_xy_m,best_nobias_rmse_3d_nobias_m,best_nobias_rmse_xy_nobias_m,best_nobias_bias_z_m,best_nobias_yaw_reference,best_nobias_yaw_rmse_deg,best_nobias_roll_rmse_deg,best_nobias_pitch_rmse_deg,best_nobias_attitude_angle_rmse_deg
all-sensors-bag3_compressed,kf_ros2_ws/data/istanbul/all-sensors-bag3_compressed,/tmp/kfl_istanbul_bag3_focus3/run_20260219_b3,0,run_004,5062.0,7.687505422407589,7.656354636046461,6.371897900683459,6.345054572927167,0.36960517222041084,gt_quat,0.23121102815327804,0.1232644891873016,0.13354311535830288,0.2971967869006572,run_004,5062.0,7.687505422407589,7.656354636046461,6.371897900683459,6.345054572927167,0.36960517222041084,gt_quat,0.23121102815327804,0.1232644891873016,0.13354311535830288,0.2971967869006572
