bag,bag_path,output_dir,exit_code,best_run_id,matched_samples,rmse_3d_m,rmse_xy_m,rmse_3d_nobias_m,rmse_xy_nobias_m,bias_z_m,yaw_reference,yaw_rmse_deg,roll_rmse_deg,pitch_rmse_deg,attitude_angle_rmse_deg,best_nobias_run_id,best_nobias_matched_samples,best_nobias_rmse_3d_m,best_nobias_rmse_xy_m,best_nobias_rmse_3d_nobias_m,best_nobias_rmse_xy_nobias_m,best_nobias_bias_z_m,best_nobias_yaw_reference,best_nobias_yaw_rmse_deg,best_nobias_roll_rmse_deg,best_nobias_pitch_rmse_deg,best_nobias_attitude_angle_rmse_deg
all-sensors-bag1_uncompressed,kf_ros2_ws/data/istanbul/all-sensors-bag1_uncompressed,/tmp/kfl_flat_ground_suite_20260217/all-sensors-bag1_uncompressed_20260217_175716,0,run_004,157.0,0.04817281036336479,0.01646765045995372,0.02408401489916575,0.014868145667681007,-0.041115181242038175,gt_quat,4.0325135783437975,0.40419470509642824,2.689420533403128,4.862776643290843,run_004,157.0,0.04817281036336479,0.01646765045995372,0.02408401489916575,0.014868145667681007,-0.041115181242038175,gt_quat,4.0325135783437975,0.40419470509642824,2.689420533403128,4.862776643290843
