bag,bag_path,output_dir,exit_code,best_run_id,matched_samples,rmse_3d_m,rmse_xy_m,rmse_3d_nobias_m,rmse_xy_nobias_m,bias_z_m,yaw_reference,yaw_rmse_deg,roll_rmse_deg,pitch_rmse_deg,attitude_angle_rmse_deg,best_nobias_run_id,best_nobias_matched_samples,best_nobias_rmse_3d_m,best_nobias_rmse_xy_m,best_nobias_rmse_3d_nobias_m,best_nobias_rmse_xy_nobias_m,best_nobias_bias_z_m,best_nobias_yaw_reference,best_nobias_yaw_rmse_deg,best_nobias_roll_rmse_deg,best_nobias_pitch_rmse_deg,best_nobias_attitude_angle_rmse_deg
all-sensors-bag1_uncompressed,kf_ros2_ws/data/istanbul/all-sensors-bag1_uncompressed,/tmp/kfl_istanbul_suite_course_yaw_speedgated/all-sensors-bag1_uncompressed_20260217_211711,0,run_001,172.0,0.06345048114036655,0.0365364629202683,0.05886297724781255,0.027827805142168156,-0.000766213269171512,gt_quat,0.7253777329645225,0.20316232881824894,2.76217669343727,2.8631947291439177,run_001,172.0,0.06345048114036655,0.0365364629202683,0.05886297724781255,0.027827805142168156,-0.000766213269171512,gt_quat,0.7253777329645225,0.20316232881824894,2.76217669343727,2.8631947291439177
