run_id,status,gravity_mps2,use_imu_orientation,use_flat_ground,var_flat_ground_rp,use_gnss_course_yaw,var_gnss_course_yaw,min_gnss_course_distance_m,min_gnss_course_speed_mps,max_gnss_course_dt_sec,var_imu_w,var_imu_acc,var_gnss_xy,var_gnss_z,max_imu_dt_sec,time_normalize,time_align,yaw_reference,est_time_offset_sec,gt_time_offset_sec,matched_samples,rmse_3d_m,rmse_xy_m,rmse_3d_nobias_m,rmse_xy_nobias_m,mean_3d_m,median_3d_m,p95_3d_m,max_3d_m,bias_x_m,bias_y_m,bias_z_m,attitude_matched_samples,attitude_angle_rmse_deg,attitude_angle_mean_deg,roll_rmse_deg,pitch_rmse_deg,yaw_rmse_deg,roll_bias_deg,pitch_bias_deg,yaw_bias_deg,yaw_mae_deg
run_001,ok,0.0,False,True,0.03,True,0.05,1.0,0.5,1.0,0.005,0.01,0.05,0.1,0.5,unix_to_gps_tow,absolute,gt_quat,0.0,0.0,172.0,0.06496177406914416,0.03634284575911965,0.06135586104715961,0.029732159670649853,0.059071957674927386,0.06048374804727169,0.09731186409123284,0.10854795179790853,-0.015730877151314365,0.013760109855680627,-0.0043231107066588875,172.0,21.56461828703202,9.759632583960487,0.22236382832917567,2.800637851510563,21.38257280748753,-0.05032310799039323,-2.774514938168225,7.435700754605944,7.828444021361454
